duration_s,episode,fallen,final_z,forward_m,height_m,kind,success,survived,thickness_m
6.5,0,0,0.27470856886221423,0.6053970059025869,0.05,square,0,1,0.08
6.5,0,0,0.27467232121691265,0.6053524701273435,0.05,square,0,1,0.18
6.5,0,0,0.27476885023602116,0.6051777848472422,0.05,square,0,1,0.3
6.5,0,0,0.30874704685072263,0.5259110818736674,0.115,square,0,1,0.08
6.5,0,0,0.30709213758627485,0.5190777652436008,0.115,square,0,1,0.18
6.5,0,0,0.31124823366867593,0.5134736308761447,0.115,square,0,1,0.3
6.5,0,0,0.2669728009594153,0.3572854141406274,0.18,square,0,1,0.08
6.5,0,0,0.26697280751202745,0.3572853862260592,0.18,square,0,1,0.18
6.5,0,0,0.2669728068606872,0.35728534557728203,0.18,square,0,1,0.3
