terrain,episodes,overall_success_rate,survival_rate,progress_success_rate,tracking_success_rate,direction_success_rate,mean_forward_progress_m,std_forward_progress_m,mean_lateral_drift_m,mean_velocity_mae_mps,mean_episode_duration_s,mean_fall_time_s,height_m,thickness_inner_m,thickness_outer_m,policy,duration_s_protocol,site_duration_s
rails,50,0.0,0.02,0.0,1.0,1.0,0.6656406284258182,0.25404116288139306,0.2577844235980681,0.18461015197389788,2.8306400000000003,2.6843265306122452,0.115,0.08,0.18,unitree_rl_mjlab Unitree-Go2-Flat ONNX (diasAiMaster/unitree-go2-velocity-flat),10.0,6.0
